"","L1","L2","L3","R1","R2","R3"
"MSTRG.986|Solyc01g068000.3",3598.33631612878,3248.11364099509,3243.93168228095,2621.4680018863,3295.54335266263,3061.41813276358
"MSTRG.980|Solyc01g067890.3",289411.852050294,280042.094734467,298256.116688523,3268.50046225325,3475.51013660839,3275.70048502923
"MSTRG.988|Solyc01g068050.3",1101.89853569777,1446.87361826128,1220.50912175372,1452.59127537691,1316.95809826193,1550.1636483638
"MSTRG.987|Solyc01g068020.3",9013.00686543298,9004.72971365048,11085.4506182424,1566.21316904808,1340.04421631912,1559.18606319604
"MSTRG.987|Solyc01g068030.3",3192.88997064949,3427.50244325919,3356.90442743501,102.735963738601,110.70842977421,122.930402089236
"MSTRG.989|Solyc01g068060.3",4428.84737864283,4605.29285812431,5037.3740116017,1881.90513709253,1710.99615873792,1942.63869356614
"MSTRG.989|Solyc01g068065.1",4.9045928888625,4.41120005567463,6.05211134753908,6.12333558706896,1.04936900259915,2.81950463507422
"MSTRG.991",125.884550814137,151.451201911496,100.868522458985,375.564582673563,434.963451577348,463.526562006201
"MSTRG.993|Solyc01g068080.3",374.383923849837,436.708805511788,207.789156265509,2551.3898279454,2029.47965102676,3401.45039175354
"MSTRG.992",138.963465184437,76.4608009650269,137.181190544219,302.084555628735,402.433012496774,276.875355164288
"MSTRG.990|Solyc01g068070.3",2352.56972235771,2039.44482574024,1868.0850359404,2573.84205843132,2783.45127939425,2429.84909450696
"MSTRG.994|Solyc01g068100.3",31543.071732571,29834.4163765461,27605.6972265749,28527.2597589127,30219.203852349,27465.922452112
"MSTRG.995|Solyc01g068130.3",4657.72838012308,5666.92167152334,4617.76095817232,2845.9903067455,2618.17566148488,2836.42166288466
"MSTRG.996|Solyc01g068140.3",1334.0492657706,1039.57281312065,889.660368088245,2088.05743519052,1835.87107004721,1879.48178974047
"MSTRG.997|Solyc01g068150.3",819.067012440037,1076.33281358461,950.181481563636,585.118733875478,626.473294551693,608.449100249016
"MSTRG.999|Solyc01g068160.3",3237.03130664925,3030.49443824847,3132.97630757607,3067.79112912155,2973.91175336599,3181.52903021775
"MSTRG.999|Solyc01g068155.1",4.9045928888625,2.94080003711642,0,6.8037062078544,6.2962140155949,2.81950463507422
"MSTRG.998|Solyc01g068170.3",1069.20124977202,805.779210169899,1034.91104042918,878.358471434003,968.567589399016,925.361421231358
"MSTRG.1000|Solyc01g068180.3",683.373275848175,794.016010021433,482.151537353947,610.29244684454,691.009488211541,672.169905001693
"MSTRG.1001|Solyc01g068190.3",3374.3599075374,3848.03684856683,3280.24435036618,236.768976033333,245.027662106902,223.304767097878
"MSTRG.1002|Solyc01g068200.3",4808.13589538153,4664.10885886664,4305.06853854947,7069.05074996072,7033.39573992081,6789.36716125871
"MSTRG.1003|Solyc01g068210.3",7783.58891462478,8068.0849018289,7710.38985676479,6601.63613348113,7032.87105541951,7020.00264040779
"MSTRG.1005|Solyc01g068250.2",171.660751110187,266.142403359036,187.615451773712,894.006995712068,891.963652209278,1005.43535286747
"MSTRG.1004|Solyc01g068240.3",5453.9072924151,6037.46247620001,6056.14608843744,4499.9712858749,4375.86874083846,4697.29472203365
"MSTRG.1006|Solyc01g068263.1",0,1.47040001855821,0,0,0,0
"MSTRG.1006|Solyc01g068260.3",45.77620029605,5.88160007423284,8.06948179671878,4.76259434549808,5.77152951429533,7.89461297820781
"MSTRG.1006|Solyc01g068267.1",2926.40709035462,3212.82404054969,2798.09281301224,2688.82469334406,2781.35254138905,2366.12828975428
"MSTRG.1007|Solyc01g068270.3",4069.17723345958,4652.34565871818,4682.31681254607,8963.20255822739,9408.11779280269,9010.00901184317
"MSTRG.1008|Solyc01g068280.3",2216.87598576585,2289.41282889513,2273.57649622552,3925.0581113112,4150.77908978094,4055.57546709075
"MSTRG.1009|Solyc01g068290.3",8020.64423758647,9088.54251470829,9249.6435094889,961.363687169827,949.154262850932,952.428665728071
"MSTRG.1010|Solyc01g068330.3",5017.39852530633,5437.53926862826,4680.29944209689,5841.66215006379,6150.35172423362,6003.85316992704
"MSTRG.1015|Solyc01g068380.3",640.8668041447,691.088008722358,611.263246101448,781.745843282471,791.22422795976,687.959130958109
"MSTRG.1011|Solyc01g068340.3",390.732566812712,373.481604713785,375.230903547423,883.121065779501,772.335585912975,927.053124012403
"MSTRG.1014|Solyc01g068370.3",763.481626366262,707.262408926499,562.846355321135,520.483524900862,569.282683910039,562.209224233799
"MSTRG.1011|Solyc01g068350.3",6.53945718515,4.41120005567463,0,6.8037062078544,1.57405350389873,0
"MSTRG.1012|Solyc01g068360.3",961.300206217049,855.772810800878,740.374954848948,2157.45523851063,2301.79090720124,2076.28321326865
"MSTRG.1013|Solyc01g068365.1",50.6807931849125,17.6448002226985,16.1389635934376,53.7492790420498,60.3387176494512,46.803776942232
"MSTRG.1028|Solyc01g068580.3",1585.81836739887,1354.23841709211,1930.62351986497,2262.91268473237,2216.26733348941,2549.95999196112
"MSTRG.1018|Solyc01g068410.3",32.69728592575,85.2832010763762,32.2779271868751,2682.0209871362,2026.33154401896,2925.51800935301
"MSTRG.1019|Solyc01g068420.3",0,0,0,509.597594968295,618.0783425309,769.160864448246
"Solyc01g068430.2|Solyc01g068430.2",0,0,0,0.68037062078544,0,0
"MSTRG.1021|Solyc01g068460.3",940.046970365312,919.000011598881,623.367468796526,9689.15801060545,7729.12738864404,7300.26140113416
"MSTRG.1023|Solyc01g068480.3",10811.3575913492,11036.8225392979,10504.4479288787,9443.54421650191,10243.4155188716,8798.5461642126
"MSTRG.1026|Solyc01g068545.1",0,0,0,1.36074124157088,2.0987380051983,5.63900927014843
"MSTRG.1026|Solyc01g068563.1",0,0,0,0,0,0
"MSTRG.1016|Solyc01g068390.3",5128.56929745388,4762.62566011004,5245.16316786721,6228.11266266992,6050.6616689867,5803.10443990975
"MSTRG.1017|Solyc01g068400.3",2102.43548502572,2299.70562902504,2106.1347489436,5060.5966774021,5248.41906649965,5514.38716527815
"Solyc01g068440.2|Solyc01g068440.2",19.61837155545,0,0,0,0,0
"MSTRG.1020|Solyc01g068450.3",2816.87118250336,2570.25923243975,2989.74300568431,9703.44579364195,12870.5108168786,10771.0716069105
"MSTRG.1022|Solyc01g068475.1",5079.52336856526,5546.34887000157,5789.85318914572,163.969319609291,226.663704561417,188.906810549973
"MSTRG.1022|Solyc01g068470.3",124.24968651785,127.924801614564,82.7121884163675,4.08222372471264,4.72216051169618,1.69170278104453
"Solyc01g068490.3|Solyc01g068490.3",392.367431109,282.316803563176,395.40460803922,243.572682241188,288.576475714766,223.304767097878
"Solyc01g068500.3|Solyc01g068500.3",37.6018788146125,63.227200798003,66.5732248229299,104.777075600958,71.8817766780418,53.5705880664101
"Solyc01g068510.1|Solyc01g068510.1",17.9835072591625,5.88160007423284,0,6.8037062078544,16.7899040415864,3.9473064891039
"MSTRG.1024|Solyc01g068520.1",3.269728592575,8.82240011134926,16.1389635934376,52.3885378004789,69.7830386728435,52.4427862123804
"MSTRG.1025|Solyc01g068530.3",22708.2650754334,21807.5026752368,21898.5562258456,24614.4483187757,22904.0525352304,24319.3552793692
"MSTRG.1026|Solyc01g068540.3",568.93277510805,551.400006959329,532.585798583439,608.251334982183,646.935990102376,704.312257841539
"MSTRG.1027|Solyc01g068560.3",13350.3018434837,12817.4769617719,12638.8258641108,770.859913349904,686.812012201144,682.884022614975
"MSTRG.1029|Solyc01g068640.3",2076.27765628512,1923.28322427414,1757.12966123551,1790.73547390728,1667.97202963135,1699.03349309572
"Solyc01g079080.3|Solyc01g079080.3",52.3156574812,23.5264002969314,12.1042226950782,19.0503773819923,27.2835940675779,31.0145509858164
"MSTRG.1030|Solyc01g079060.3",714.435697477637,710.203208963615,1087.36267210786,902.851813782279,808.014132001346,846.41529144928
"MSTRG.1032|Solyc01g068590.3",15120.8598763631,16031.7714023402,15753.6458376442,8250.17414764425,9513.5793775639,7427.70301063952
"MSTRG.1032|Solyc01g068620.3",6827.1933012966,7465.22089422003,8430.59110712194,648.393201608524,405.581119504572,613.52420859215
"MSTRG.1032|Solyc01g068630.3",8.17432148143749,0,0,4876.89660979003,4526.97787721274,5732.05292310588
"MSTRG.1034|Solyc01g079100.3",127.519415110425,152.921601930054,143.233301891758,932.788121096838,957.024530370426,919.158511034195
"MSTRG.1035|Solyc01g079130.2",14.7137786665875,0,0,1233.511935484,1212.02119800202,1109.1931234382
"Solyc01g079140.2|Solyc01g079140.2",42.506471703475,30.8784003897224,46.399520331133,14.9681536572797,6.2962140155949,14.0975231753711
"MSTRG.1033|Solyc01g079110.3",6634.27931433467,7228.48649123216,7258.49887614854,6778.53249488534,6465.16242501337,6973.19886346555
"MSTRG.1031|Solyc01g079090.3",58763.5622657579,59410.0423498259,58713.5495529258,2784.75695087481,3089.8670281532,2739.99460436512
"MSTRG.1039|Solyc01g079160.3",37.6018788146125,30.8784003897224,0,1202.21488692787,1191.55850245134,1485.3150417571
"MSTRG.1039|Solyc01g079170.3",210.897494221087,151.451201911496,322.779271868751,440.880162268965,214.071276530227,292.664581120704
"MSTRG.1038|Solyc01g079200.3",26.1578287406,42.6416005381881,26.225815839336,504.154630002011,584.498534447727,864.460121113755
"MSTRG.1037|Solyc01g079180.3",567.297910811762,599.92320757175,258.223417495001,155.12450153908,146.911660363881,158.456160491171
"MSTRG.1036|Solyc01g079150.3",12717.6093608205,11172.0993410053,7730.56356125659,4479.56016725134,4865.39938055096,5083.56685703881
"MSTRG.1040|Solyc01g079210.3",3423.40583642602,3271.64004129202,3106.75049173673,2345.9179004682,2124.97223026328,2188.49949774461
"MSTRG.1041|Solyc01g079220.3",10968.3045637928,11028.0001391866,12870.8234657665,601.447628774329,572.430790917837,532.886376029027
"MSTRG.1042|Solyc01g079230.3",62.124843258925,0,72.625336170469,25.1737129690613,0,0
"MSTRG.1042|Solyc01g079235.1",9493.65696854151,10126.6449278104,9045.88909412175,7292.21231357835,8132.60977014342,7286.72777888581
"MSTRG.1043|Solyc01g079240.3",14506.150900959,13924.6881757462,14521.0324931954,312.970485561302,283.329630701771,234.01888471116
"MSTRG.1046|Solyc01g079270.1",11.4440500740125,0,0,108.85929932567,94.4432102339236,147.742042877889
"Solyc01g079290.1|Solyc01g079290.1",24.5229644443125,38.2304004825135,46.399520331133,43.5437197302682,50.8943966260588,57.517894555514
"Solyc01g079300.3|Solyc01g079300.3",19.61837155545,22.0560002783731,20.1737044917969,48.3063140757662,38.8266530961686,7.33071205119296
"MSTRG.1044|Solyc01g079260.3",611.439246811525,598.452807553191,562.846355321135,1621.3231893317,1773.95829889386,2287.1821599722
"MSTRG.1047|Solyc01g079310.3",1253.94091525251,1258.66241588583,1337.51660780614,1392.03829012701,1346.86511483601,1495.46525844336
"MSTRG.1048|Solyc01g079320.3",613.074111107812,686.676808666684,693.975434517815,767.458060245976,731.934879312908,769.724765375261
"MSTRG.1045|Solyc01g079250.3",23797.0846967608,22833.8418881904,21745.2360717079,25408.4408332323,24874.7675221116,23613.9152196736
"MSTRG.1049|Solyc01g079330.3",5775.97555878373,5378.72326788593,5511.45606715893,5438.20237193802,5130.36505370725,5218.33917859536
"MSTRG.1051|Solyc01g079345.1",0,0,0,0,0,0
"MSTRG.1051|Solyc01g079340.3",6065.34653922662,6103.63047703513,5775.73159600147,6974.47923367155,7109.99967711055,6528.28103205084
"MSTRG.1050|Solyc01g079350.3",4824.48453834441,4762.62566011004,5166.4857203492,4142.77670996254,4167.04430932123,3974.37373360062
"MSTRG.1054|Solyc01g079375.1",0,0,0,0,0,7.33071205119296
"MSTRG.1055|Solyc01g079380.1",0,0,26.225815839336,14.2877830364942,17.8392730441856,0.563900927014843
"MSTRG.1053|Solyc01g079370.3",27.7926930368875,69.1088008722359,38.3300385344142,892.646254470497,932.364358809345,941.150647187774
"MSTRG.1052|Solyc01g079360.3",2270.82650754334,2245.30082833839,2241.29856903864,480.341658274521,410.303280016268,438.714921217548
"MSTRG.1060|Solyc01g079390.3",5818.48203048721,6056.57767644127,5646.61988725397,5751.85322812011,5788.31941833692,5573.0328616877
"MSTRG.1060|Solyc01g079385.1",11.4440500740125,0,0,4.08222372471264,1.04936900259915,1.12780185402969
"MSTRG.1061|Solyc01g079400.3",725.87974755165,845.480010670971,853.347700003011,1289.98269700919,1194.18192495783,1309.94185345548
"MSTRG.1057|Solyc01g079410.3",3272.99832116757,3081.95843889801,3171.30634611048,3467.1686835226,3077.79928462331,3140.36426254566
"MSTRG.1058|Solyc01g079425.1",223.976408591387,145.569601837263,234.014972104845,235.408234791762,270.737202670581,205.259937433403
"MSTRG.1059|Solyc01g079430.2",387.462838220137,274.964803470385,443.821498819533,421.149414266187,469.59262866312,350.182475676218
"MSTRG.1056|Solyc01g079420.3",6743.81522218593,6643.26728384599,9170.96606197089,7065.6488968568,6411.11992137951,7497.62672558936
"MSTRG.1062|Solyc01g079460.2",27.7926930368875,77.9312009835851,90.7816702130863,325.21715673544,292.249267223863,222.740866170863
"MSTRG.1065|Solyc01g079450.3",36480.3619073592,36470.3316602993,38965.5102259058,11575.1453714227,12125.4588250332,11398.693338678
"MSTRG.1063|Solyc01g079470.3",56093.8288699204,71127.6600977163,88338.6345991297,4.76259434549808,0,11.2780185402969
"MSTRG.1064|Solyc01g079480.3",6134.0108396707,5239.0352661229,3889.49022601845,9194.52856929444,9696.16958401615,10433.8588525556
"MSTRG.1066|Solyc01g079500.3",1893.17285510092,2093.84962642689,2249.36805083536,1862.17438908975,1991.17768243189,2159.74055046685
"MSTRG.1067|Solyc01g079507.1",14002.6126977024,13324.7649681745,10280.5198090197,6193.41376100986,6064.30346602049,5924.34313921794
"MSTRG.1071|Solyc01g079510.3",11259.310408532,12601.3281590439,12503.6620440157,10203.5181999192,11169.4836636654,9211.88554371448
"MSTRG.1068|Solyc01g079520.3",7180.32398929469,6610.91848343771,6033.95501349647,4105.35632581935,4340.71487925139,4130.01038945671
"MSTRG.1069|Solyc01g079530.3",205.992901332225,220.560002783731,98.851152009805,222.481192996839,253.422614127695,299.995293171897
"MSTRG.1073|Solyc01g079570.3",1165.65824325299,1526.27521926342,905.799331681683,6596.87353913563,5965.66277977617,6708.16542776858
"MSTRG.1070|Solyc01g079550.2",1875.18934784176,1789.47682258534,2241.29856903864,3999.8988795976,3955.0717707962,4797.66908704229
"MSTRG.1070|Solyc01g079540.3",14963.9129039195,14420.2129820004,16028.0082187327,12902.5484525751,13662.2597293396,13771.0245386295
"MSTRG.1072|Solyc01g079580.3",3962.9110542009,3992.13605038554,2709.32851324833,2755.50101418103,2663.29852859664,3080.59076428209
"MSTRG.1074|Solyc01g079590.3",3281.17264264901,3481.90724394584,3635.30154942181,9119.68780100804,8611.12203532863,9181.43489365568
"MSTRG.1075|Solyc01g079600.3",660.48517570015,714.61440901929,823.087143265315,1074.985580841,1178.96607442015,1358.43733317876
"Solyc01g079620.3|Solyc01g079620.3",279.561794665162,164.684802078519,268.310269740899,6.8037062078544,3.67279150909703,0
"MSTRG.1076|Solyc01g079610.3",4250.6471703475,4546.47685738198,4480.5797676281,8071.91704499846,8350.35383818274,8813.20758831499
"MSTRG.1077|Solyc01g079630.3",895.905634365549,835.187210541063,911.851443029222,641.58949540067,593.41817096982,571.795539993051
"MSTRG.1078|Solyc01g079640.3",876.287262810099,933.704011784463,823.087143265315,417.067190541475,456.475516130631,425.745199896207
"MSTRG.1079|Solyc01g079670.2",6.53945718515,14.7040001855821,12.1042226950782,430.674602957184,432.34002907085,937.20334069867
"MSTRG.1080|Solyc01g079650.3",2735.12796768899,2627.60483316352,2683.10269740899,4651.69393431005,4692.7781796234,5558.93533851233
"MSTRG.1081|Solyc01g079660.2",1.6348642962875,1.47040001855821,2.01737044917969,0,0,0
"MSTRG.1082|Solyc01g079680.3",5090.96741863927,5327.25926723639,6939.75434517815,4872.81438606532,5761.56050877064,4600.86766351411
"MSTRG.1083|Solyc01g079690.3",5895.32065241272,5133.16646478671,3433.56450450384,4397.91569275708,3651.27944454374,4578.31162643351
"MSTRG.1083|Solyc01g079700.3",1.6348642962875,1.47040001855821,2.01737044917969,0.68037062078544,0.524684501299575,1.12780185402969
"MSTRG.1084|Solyc01g079710.3",3215.77807079751,3415.73924311072,3227.79271868751,4343.48604309425,4383.73900835795,4678.12209051514
"MSTRG.1085|Solyc01g079740.3",439.778495701337,489.643206179884,363.126680852345,223.161563617624,201.478848499037,271.800246821155
"MSTRG.1086|Solyc01g079720.3",2800.52253954049,2751.11843472241,2568.11258180575,2831.702523709,3024.28146549075,2985.29150761658
"MSTRG.1087|Solyc01g079750.3",954.760749031899,841.068810615296,639.506432389963,2983.42517214415,3243.07490253268,3303.33163045295
"MSTRG.1088|Solyc01g079760.3",5759.62691582086,5284.61766669821,5793.88793004408,5172.8578298317,5708.04268963808,5641.82877478351
"MSTRG.1089|Solyc01g079780.3",698.087054514762,1267.48481599718,1480.7499096979,2203.04007010325,1453.37606859982,2107.29776425447
"MSTRG.1091|Solyc01g079800.3",4059.36804768186,4402.37765556328,4438.21498819533,204.111186235632,224.564966556218,169.170278104453
"MSTRG.1092|Solyc01g079810.3",1853.93611199002,1852.70402338334,1912.46718582235,3436.55200558726,3683.80988362432,3389.04457135921
"MSTRG.1094|Solyc01g079820.3",7448.44173388584,8163.66090303518,8487.07747969898,3752.2439736317,3571.00271584491,3836.78190740899
"MSTRG.1093|Solyc01g079830.3",1590.72296028774,1499.80801892937,1137.79693333735,17.6896361404214,23.6108025584809,35.5257584019351
"MSTRG.1090|Solyc01g079790.3",108371.884472306,109659.492584034,117580.419259989,76.8818801487547,93.3938412313244,91.3519501764046
"MSTRG.1096|Solyc01g079850.3",585.281418070925,658.739208314078,649.593284635862,789.910290731896,741.3792003363,775.36377464541
"MSTRG.1097",343.321502220375,464.646405864394,441.804128370353,372.843100190421,414.500756026665,426.309100823222
"MSTRG.1095|Solyc01g079840.3",6591.7728426312,7334.35529256835,7506.63544139764,6483.93201608524,6677.6596480397,7108.53508594912
"MSTRG.1100|Solyc01g079860.3",2413.05970132035,1958.57282471954,2013.33570828134,1088.5929932567,1192.60787145393,1359.56513503279
"MSTRG.1101|Solyc01g079865.1",6549.26637092772,6410.94408091379,6276.03946739803,8163.7670788045,7533.4200696593,7553.45291736383
"MSTRG.1101|Solyc01g079870.3",518.251981923137,274.964803470385,205.771785816329,451.085721580747,386.692477457787,894.910771172556
"MSTRG.1098|Solyc01g079880.3",96564.8945245174,94261.4635896926,82082.7688362234,22971.3532695788,18272.662442259,16186.2122090341
"MSTRG.1099",4770.53401656692,3806.86564804721,4817.48063264111,672.206173336015,526.258554803474,386.836035932183
"MSTRG.1106|Solyc01g079940.3",215.80208710995,248.497603136337,183.580710875352,3961.79812483362,4000.19463790796,4322.30060556877
"MSTRG.1106|Solyc01g079950.3",544.409810663737,692.558408740917,677.836470924377,1177.04117395881,1089.24502469792,1662.94383376677
"MSTRG.1103",88.2826719995249,54.4048006866538,54.4690021278518,306.166779353448,619.652396034798,480.443589816647
"MSTRG.1107|Solyc01g079980.3",183.1048011842,238.20480300643,80.6948179671878,3292.99380460153,2669.07005811094,3637.72488017275
"MSTRG.1108|Solyc01g080010.2",217.436951406237,357.307204509645,294.536085580235,2645.96134423458,2515.33749923016,2359.36147863011
"Solyc01g080050.3|Solyc01g080050.3",116.075365036412,94.1056011877254,40.3474089835939,0,0,0
"MSTRG.1110|Solyc01g080040.3",474.110645923375,485.232006124209,599.159023406369,522.524636763218,565.085207899643,568.976035357977
"MSTRG.1109|Solyc01g080020.2",11632.0594680856,11620.5713466655,8309.54888017116,2075.81076401638,2430.33861001963,1704.67250236587
"MSTRG.1111|Solyc01g080070.3",3774.90166012783,3198.12004036411,3225.77534823833,6869.70215807059,6763.18322175153,7173.38369255582
"MSTRG.1113|Solyc01g080080.3",3191.2551063532,2759.94083483376,3324.62650024814,3648.14726865153,3638.68701651256,3409.90890565876
"MSTRG.1112|Solyc01g080100.3",817.432148143749,1185.14241495792,1057.10211537016,1372.98791274502,1297.54477171385,1247.34885055683
"Solyc01g080120.2|Solyc01g080120.2",26.1578287406,0,6.05211134753908,27.895195452203,22.5614335558817,47.9315787962617
"MSTRG.1115|Solyc01g080110.3",3872.99351790508,3712.76004685948,3619.16258582837,3350.14493674751,3268.78444309635,3231.15231179505
"MSTRG.1116|Solyc01g080130.2",7938.90102277209,8335.69770520649,7605.48659340745,3488.94054338774,3558.93497231502,3958.5845076442
"MSTRG.1117|Solyc01g080150.3",596.725468144937,686.676808666684,494.255760049025,1385.23458391916,1464.39444312711,1397.34649714278
"MSTRG.1118|Solyc01g080140.3",3163.46241331631,3761.2832474719,3471.89454303825,3213.39044196963,2919.34456523084,3292.61751283967
"MSTRG.1119|Solyc01g080160.3",4132.9369410148,4536.18405725208,4535.04876975595,3633.85948561504,3676.46430060612,3802.38395086109
"MSTRG.1120|Solyc01g080170.3",2314.9678435431,2112.96482666815,2027.45730142559,2411.2334800636,2625.52124450308,2295.07677295041
"MSTRG.1121|Solyc01g080180.3",990.727763550224,946.937611951487,1030.87629953082,840.257716670018,761.317211385684,823.295353441671
"MSTRG.1123|Solyc01g080190.3",0,0,0,0,0,0
"MSTRG.1122|Solyc01g080200.3",11077.8404716441,10742.7425355863,9852.83727379363,11014.5199798955,11515.2507500218,10578.7813907985
"MSTRG.1124|Solyc01g080210.3",1893.17285510092,2495.26883149328,2473.29617069431,721.873228653352,741.3792003363,738.14631346243
"MSTRG.1125|Solyc01g080220.3",2414.69456561664,2645.24963338622,3532.41565651365,10403.5471624302,10176.2559027053,10596.8262204629
"MSTRG.1130|Solyc01g080240.3",26591.0677791162,25862.8659264203,26572.8035565949,15451.8971686581,15357.5153530386,16273.6168527214
"MSTRG.1131",132.424007999287,160.273602022845,203.754415367149,51.7081671796934,69.7830386728435,77.2544270010335
"MSTRG.1127|Solyc01g080250.3",7788.49350751364,7809.29449856265,8581.89389081042,7541.22796078582,7574.34546076067,6898.20004017258
"MSTRG.1128|Solyc01g080260.3",2205.43193569184,1852.70402338334,1496.88887329133,1509.06203690211,1594.51619944941,1452.04488706322
"MSTRG.1129|Solyc01g080270.3",4474.62357893888,4236.2224534662,4026.67141656267,4485.00313221762,4580.49569634529,4621.16809688664
"MSTRG.1133|Solyc01g080340.3",1098.6288071052,920.470411617439,972.372556504613,1246.43897727893,1363.1303343763,1270.46878856444
"MSTRG.1136|Solyc01g080350.3",993.997492142799,941.056011877254,913.868813478402,1237.59415920872,1258.19343411638,1188.70315414729
"MSTRG.1134|Solyc01g080310.3",0,0,0,243.572682241188,427.617868559154,362.588296070544
"MSTRG.1135|Solyc01g080320.2",1306.25657273371,1151.32321453108,930.007777071839,477.620175791379,357.83482988631,254.319318083694
"MSTRG.1134|Solyc01g080300.3",9995.56030750177,10263.3921295363,8918.79475582343,4168.63079355239,3544.24380627863,2361.05318141115
"MSTRG.1134|Solyc01g080330.3",9488.75237565264,9439.96811914371,11283.152922262,10291.2860100006,10981.6466122001,12316.1601469312
"MSTRG.1141|Solyc01g080370.3",0,0,0,6.12333558706896,1.57405350389873,8.45851390522265
"MSTRG.1140|Solyc01g080367.1",17.9835072591625,0,26.225815839336,27.2148248314176,26.7589095662783,18.044829664475
"MSTRG.1137|Solyc01g080380.3",24.5229644443125,19.1152002412567,36.3126680852345,149.681536572797,152.683189878176,164.659070688334
"MSTRG.1138|Solyc01g080360.3",2350.93485806142,2827.57923568744,2769.84962672372,2403.74940323496,2643.36051754726,2392.63163332398
"MSTRG.1139|Solyc01g080363.1",0,0,6.05211134753908,0,6.2962140155949,0
"MSTRG.1144|Solyc01g080400.3",3122.59080590912,2940.80003711642,2749.67592223192,2534.38056242576,2333.79666178051,2524.58445024545
"MSTRG.1144|Solyc01g080410.3",8.17432148143749,5.88160007423284,14.1215931442579,17.6896361404214,4.72216051169618,13.5336222483562
"MSTRG.1145|Solyc01g080415.1",411.98580266445,436.708805511788,421.630423878556,569.470209597413,541.474405341162,627.057830840506
"MSTRG.1142|Solyc01g080430.3",5236.47034100886,5056.70566382168,4976.85289812631,7109.87298720785,7817.79906936367,7148.57205176717
"MSTRG.1143|Solyc01g080450.3",1464.8384094736,1933.57602440405,1664.33062057325,1085.19114015278,1304.36567023074,1252.98785982698
"MSTRG.1149|Solyc01g080470.3",1175.46742903071,1166.02721471666,1305.23868061926,832.773639841379,858.908528627405,786.641793185707
"MSTRG.1149|Solyc01g080480.3",53.9505217774875,169.096002134194,78.6774475180081,3470.57053662653,3084.0954986389,3245.24983497042
"MSTRG.1147|Solyc01g080490.2",706.261375996199,585.219207386167,627.402209694885,797.394367560536,809.588185505245,574.615044628125
"MSTRG.1146|Solyc01g080460.3",41491.2209754804,43045.9605432916,45370.6614020513,125.188194224521,101.788793252118,81.2017334901375
"MSTRG.1132|Solyc01g080280.3",1114776.36175963,1142693.43682216,1223444.39575727,11636.3787272934,11231.3964348187,13913.1275722372
"MSTRG.1132|Solyc01g080290.3",1.6348642962875,1.47040001855821,2.01737044917969,161.247837126149,104.412215758616,96.9909594465531
"MSTRG.1148|Solyc01g080500.2",25987.8028537861,25171.777917698,25176.7832057626,36513.4501056922,31759.1528636633,42048.4004247158
"MSTRG.1151|Solyc01g080530.3",1598.89728176917,1473.34081859533,1817.6507747109,2739.17211928218,2733.60625177079,2981.90810205449
"MSTRG.1150|Solyc01g080510.3",25320.7782209008,24257.1891061548,23462.0183239598,2154.0533854067,2200.00211394912,1950.53330654434
"MSTRG.1154|Solyc01g080580.3",1162.38851466041,1232.19521555178,1149.90115603243,2369.0505015749,2603.48449544849,2804.27931004482
"MSTRG.1152|Solyc01g080540.3",13588.9920307417,13083.6193651309,15382.4496749952,12348.046396635,12546.7804795767,11855.4530895601
"Solyc01g080550.2|Solyc01g080550.2",32.69728592575,35.289600445397,22.1910749409766,6.12333558706896,10.4936900259915,6.76681112417812
"MSTRG.1156|Solyc01g080590.3",3161.82754902002,2964.32643741335,3701.87477424474,881.079953917145,953.876423362628,995.285136181199
"Solyc01g080610.3|Solyc01g080610.3",0,1.47040001855821,0,4.76259434549808,1.57405350389873,1.69170278104453
"MSTRG.1155|Solyc01g080600.3",2131.8630423589,2112.96482666815,1759.14703168469,3366.47383164636,2975.48580686989,3523.81689291576
"MSTRG.1157|Solyc01g080620.3",4700.23485182656,4418.55205576742,4309.10327944783,3322.93011191609,3570.47803134361,3245.24983497042
"MSTRG.1159|Solyc01g080660.3",1734.59101836104,1526.27521926342,1605.82687754704,1000.1448125546,921.345984282054,916.339006399121
"MSTRG.1158|Solyc01g080640.3",41649.8028122203,41454.9877232116,41023.2280840691,27900.6384171693,29798.9315668081,27084.7254254499
"MSTRG.1160|Solyc01g080680.3",21.2532358517375,0,0,1377.75050709052,1627.04663852998,1577.23089286052
"MSTRG.1161|Solyc01g080670.3",10178.665108686,9803.15692372758,9868.97623738707,8803.9958329636,9137.3805901321,8040.09941737764
"MSTRG.1162|Solyc01g080690.3",2797.25281094791,2536.44003201291,2953.43033759907,1270.9323196272,1483.2830851739,1311.63355623653
"MSTRG.1163|Solyc01g080700.3",1280.09874399311,1485.10401874379,1365.75979409465,141.517089123372,100.214739748219,136.464024337592
"MSTRG.1163|Solyc01g080705.1",6.53945718515,1.47040001855821,72.625336170469,3.4018531039272,31.4810700779745,2.81950463507422
"MSTRG.1165|Solyc01g080725.1",0,0,4.03474089835939,18.3700067612069,13.1171125324894,35.5257584019351
"MSTRG.1164|Solyc01g080720.3",459.396867256787,507.288006402582,546.707391727697,916.459226197988,893.537705713177,938.331142552699
"MSTRG.1169|Solyc01g080760.3",3335.1231644265,3717.17124691515,3229.81008913669,1745.83101293544,2043.64613256185,1959.55572137658
"MSTRG.1170|Solyc01g080750.3",94.8221291846749,67.6384008536777,46.399520331133,2524.17500311398,2300.21685369734,2750.70872197841
